,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all
MOF322,3.61,31.16,29.07,43.301,841.0,1102.0,1044.0,1189.0,1.0,5.0,6.0,9.0,25.0,60.0,90.0,95.0,1.9044,5.0922,6.3756,7.8522,0.0,-6.9,-3.9,-5.69,0.0,107.0,138.0,220.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,26.0,0.0,3.21,3.66,6.73,117.0844667,227.375,343.2376,371.0873333,536.6666667,1048.0,1456.0,1437.333333,16.0,32.66666667,48.0,53.33333333,80.66666667,190.0,245.3333333,242.6666667,7.4416,16.6166,23.0032,23.5,10.5376,12.138,24.92013333,24.09026667,56.5,66.0,110.8333333,105.6666667,1.0,1.5,3.0,2.833333333,2.5,7.5,10.66666667,8.5,0.5477,0.85855,1.4525,1.35105,41.425,113.565,169.3405117,141.358845,0.0,0.935,1.716666667,1.456666667,0.0,2.0,7.166666667,6.666666667,0.0,0.0,0.0,0.0,0.0,-2.0,-1.333333333,-0.833333333,0.0,-0.04,0.273333333,0.283333333,0.0,-6.9,-5.139258333,-2.889258333,7.025066667,8.092,16.84986667,21.27546667,37.66666667,44.0,81.66666667,104.6666667,0.666666667,1.0,2.0,2.333333333,1.666666667,5.0,8.0,7.0,0.365133333,0.572366667,1.035,1.207366667,27.61666667,75.71,124.0642047,116.427538,0.0,0.623333333,1.066666667,0.606666667,0.0,1.333333333,3.666666667,2.666666667,0.0,0.0,0.0,0.0,0.0,-1.333333333,-1.333333333,-0.333333333,0.0,-0.026666667,0.093333333,0.113333333,0.0,-4.6,-4.935703333,-1.635703333
MOF323,1.2769,33.64386667,18.8823,71.6194,3481.0,4090.666667,8968.0,8732.0,1.0,9.0,7.666666667,20.66666667,83.0,222.0,322.0,494.0,3.0976,11.65706667,13.87466667,27.16266667,0.0,-19.60333333,-8.046666667,-40.02666667,0.0,461.6666667,300.3333333,1071.333333,0.0,0.0,0.0,0.0,0.0,59.0,33.33333333,130.3333333,0.0,9.216666667,5.61,20.94,274.8757,559.521,889.7046,1129.623,1201.0,2484.0,3696.0,4056.0,40.0,84.0,132.0,174.0,216.0,540.0,780.0,894.0,17.8536,41.9496,62.5644,74.5038,10.98739365,11.19652381,19.39915556,18.60447619,59.55555556,61.33333333,105.6507937,94.0952381,1.0,1.317460317,2.0,2.317460317,2.26984127,4.904761905,6.222222222,8.857142857,0.54242381,0.745433333,1.109412698,1.224422222,43.89952381,89.66460317,114.5514286,157.4721724,0.0,0.466190476,0.748730159,1.608571429,0.0,1.047619048,1.682539683,4.952380952,0.0,0.0,0.0,0.0,0.0,-1.047619048,-1.682539683,-2.73015873,0.0,-0.020952381,-0.033650794,0.05968254,0.0,-3.142857143,-5.047619048,-7.938765079,9.2416,23.256,46.512,86.64,49.0,126.0,252.0,294.0,1.0,3.0,6.0,12.0,9.0,27.0,54.0,72.0,0.5625,1.7325,3.465,5.13,54.76,250.86,501.72,701.835684,0.0,1.47,2.94,7.98,0.0,3.0,6.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,-0.06,-0.12,2.16,0.0,-11.7,-23.4,-6.04266
MOF324,2.7225,22.704,16.236,43.7415,900.0,960.0,990.0,1860.0,1.0,4.0,4.0,9.0,16.0,32.0,52.0,88.0,1.7161,3.8252,4.4147,8.8687,0.0,-7.16,-3.24,-11.66,0.0,88.0,87.0,208.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,14.0,0.0,2.32,1.87,5.02,256.2121,468.2244,781.285,962.766,1447.0,2832.0,4168.0,4680.0,33.0,68.0,108.0,140.0,176.0,436.0,628.0,716.0,16.7604,37.7452,57.0884,69.3884,11.8336,8.4624,22.7986,21.93,64.0,66.0,124.0,120.0,1.0,1.0,2.25,2.5,1.0,3.25,4.75,7.5,0.5329,0.615025,1.235525,1.40525,28.09,78.0425,102.9525,149.725,0.0,0.98,1.1125,2.225,0.0,-0.25,2.5,5.0,0.0,0.0,0.0,0.0,0.0,-2.25,-2.5,-5.0,0.0,-0.1125,-0.05,-0.1,0.0,-9.425,-7.5,-15.0,9.487766667,14.5934,21.18306667,25.566,117.6666667,172.0,194.6666667,204.0,1.0,2.0,2.666666667,4.0,6.0,12.66666667,18.66666667,25.33333333,0.7298,1.434733333,1.818266667,2.360666667,227.06,316.5933333,435.32,606.757,0.0,-0.48,0.113333333,0.693333333,0.0,12.0,13.33333333,33.33333333,0.0,0.0,0.0,0.0,0.0,1.333333333,0.0,2.666666667,0.0,0.386666667,0.36,1.253333333,0.0,18.26666667,14.26666667,37.59052
MOF325,1.21,25.608,25.245,49.005,4225.0,3510.0,3510.0,6240.0,1.0,7.0,9.0,16.0,49.0,112.0,189.0,266.0,2.8224,8.652,11.6424,19.0176,0.0,-15.58,-13.05,-26.95,0.0,401.0,531.0,944.0,0.0,0.0,0.0,0.0,0.0,33.0,36.0,74.0,0.0,6.61,8.19,15.56,162.716,255.408,409.9444,538.3246,868.0,1392.0,2224.0,2892.0,16.0,32.0,48.0,58.0,80.0,192.0,256.0,250.0,8.8912,18.3568,27.2336,32.4314,11.1856,10.455,22.9402,22.9544,60.25,57.0,117.25,117.5,1.0,1.25,2.5,2.75,1.75,5.25,8.0,10.5,0.5403,0.710325,1.32375,1.486275,34.7575,86.7275,137.0381535,174.5781535,0.0,0.9125,1.245,1.9125,0.0,2.0,3.75,5.25,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-3.5,0.0,-0.04,0.05,0.02,0.0,-6.45,-6.7017775,-11.2017775,11.47962,7.47405,15.25426,31.84121,59.05,39.9,81.4,167.55,0.75,0.75,1.5,2.8,0.75,2.25,4.3,7.1,0.380955,0.411565,0.82021,1.50615,11.90094,33.4593,63.7386,103.48084,0.0,1.0185,1.948,2.9665,0.0,2.15,4.1,6.25,0.0,0.0,0.0,0.0,0.0,-1.5,-2.8,-4.3,0.0,-0.043,-0.082,-0.125,0.0,-5.514,-10.428,-15.942
MOF326,2.8561,24.8092,34.5943,41.39655,2304.0,1632.0,7272.0,2736.0,1.0,4.5,8.5,8.0,20.5,63.0,116.0,92.5,2.1904,4.921,11.3368,8.8504,0.0,-7.075,-6.105,-10.975,0.0,182.0,256.5,327.0,0.0,0.0,0.0,0.0,0.0,6.5,12.0,15.5,0.0,3.335,4.92,5.86,215.7183,443.2536,678.166,782.116,999.0,2082.0,3022.0,3004.0,30.0,64.0,98.0,120.0,162.0,402.0,580.0,628.0,14.2334,33.1432,48.6882,53.8624,10.1056,14.7496,21.27813333,13.6,54.0,79.0,114.3333333,74.0,1.0,1.666666667,2.333333333,1.666666667,3.0,7.0,9.333333333,8.0,0.552633333,0.942366667,1.3125,0.952233333,45.87,102.5966667,139.8333333,123.5466667,0.0,0.46,0.623333333,1.083333333,0.0,1.0,1.333333333,2.333333333,0.0,0.0,0.0,0.0,0.0,-1.0,-1.333333333,-2.333333333,0.0,-0.02,-0.026666667,-0.046666667,0.0,-3.3,-4.6,-7.9,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0.0,0.89,0.89,1.78,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.04,-0.04,-0.08,0.0,-6.0,-6.0,-12.0
MOF328,2.7225,22.704,22.77,50.25075,900.0,960.0,2745.0,2130.0,1.0,4.0,6.5,9.5,16.0,44.0,76.0,92.0,1.7161,3.8252,7.53905,9.21585,0.0,-7.16,-3.075,-14.78,0.0,88.0,103.5,214.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,15.0,0.0,2.32,2.76,5.41,207.8973,404.8592,653.0966,767.1174,957.0,1874.0,2804.0,2748.0,28.0,58.0,92.0,112.0,150.0,370.0,514.0,532.0,12.9884,29.5534,44.0212,48.4868,11.8336,8.772,20.6056,20.76384,64.0,48.0,112.0,86.4,1.0,1.0,2.0,2.4,1.0,3.0,4.4,5.6,0.5329,0.5621,1.095,1.1096,28.09,59.89,87.98,106.6661464,0.0,0.89,0.89,2.22,0.0,2.0,2.0,8.4,0.0,0.0,0.0,0.0,0.0,-2.0,-2.4,-3.2,0.0,-0.04,-0.04,0.232,0.0,-6.0,-6.0,-7.405688,10.1056,16.83706667,31.64453333,34.3024,54.0,90.66666667,142.3333333,137.0,1.0,2.0,4.0,4.333333333,4.666666667,14.0,22.0,16.66666667,0.552633333,1.139866667,1.99,1.972233333,45.87,140.09,257.792614,233.1543567,0.0,0.786666667,2.28,2.38,0.0,1.666666667,9.0,12.0,0.0,0.0,0.0,0.0,0.0,-1.333333333,-0.333333333,1.0,0.0,-0.033333333,0.32,0.593333333,0.0,-5.9,-8.20711,-2.978516667
MOF329,2.7225,22.264,23.804,56.056,900.0,940.0,2060.0,2380.0,1.0,4.0,6.0,11.33333333,16.0,40.0,77.33333333,114.6666667,1.7161,3.842666667,6.977933333,11.135,0.0,-6.893333333,-4.526666667,-15.27333333,0.0,88.66666667,111.3333333,260.6666667,0.0,0.0,0.0,0.0,0.0,6.0,4.666666667,16.66666667,0.0,2.306666667,2.533333333,6.346666667,207.8973,404.8592,653.0966,767.1174,957.0,1874.0,2804.0,2748.0,28.0,58.0,92.0,112.0,150.0,370.0,514.0,532.0,12.9884,29.5534,44.0212,48.4868,11.3152,10.41632,22.68608,25.64672,61.0,56.6,123.2,102.8,1.0,1.2,2.4,3.2,1.6,4.8,8.6,9.8,0.53882,0.67768,1.338,1.46056,33.424,75.588,137.28,166.1211644,0.0,0.81,1.104,2.61,0.0,1.8,2.4,10.8,0.0,0.0,0.0,0.0,0.0,-2.0,-2.8,-2.6,0.0,-0.036,-0.048,0.384,0.0,-5.58,-7.92,-7.328532,10.9696,14.09653333,28.17706667,26.16426667,59.0,76.33333333,123.6666667,109.6666667,1.0,1.666666667,3.333333333,3.0,3.666666667,11.0,15.0,9.666666667,0.542766667,0.947233333,1.585,1.3873,36.98,113.9266667,175.6259473,134.06266,0.0,0.92,1.923333333,1.73,0.0,2.0,8.333333333,8.0,0.0,0.0,0.0,0.0,0.0,-1.333333333,0.333333333,0.0,0.0,-0.04,0.333333333,0.34,0.0,-6.6,-5.00711,-3.10711
MOF330,2.8561,24.7416,21.5982,50.6662,2304.0,1632.0,4256.0,3360.0,1.0,4.333333333,5.333333333,10.0,19.0,46.66666667,77.0,114.3333333,2.1904,4.701466667,7.4592,11.1,0.0,-7.316666667,-3.766666667,-13.08,0.0,174.0,167.3333333,410.0,0.0,0.0,0.0,0.0,0.0,8.333333333,5.666666667,17.0,0.0,3.236666667,2.853333333,7.3,207.8973,404.8592,653.0966,767.1174,957.0,1874.0,2804.0,2748.0,28.0,58.0,92.0,112.0,150.0,370.0,514.0,532.0,12.9884,29.5534,44.0212,48.4868,11.3584,10.27929333,22.51270667,26.44725333,61.25,55.88333333,122.2666667,97.83333333,1.0,1.183333333,2.366666667,3.283333333,1.55,4.65,8.4,9.3,0.538326667,0.668048333,1.31775,1.425838333,32.9795,74.27983333,133.1716667,156.2488845,0.0,0.816666667,1.086166667,2.7425,0.0,1.816666667,2.366666667,12.25,0.0,0.0,0.0,0.0,0.0,-2.0,-2.916666667,-2.35,0.0,-0.036333333,-0.047333333,0.488333333,0.0,-5.615,-7.76,-5.612094667,10.7536,15.42766667,30.06993333,24.96533333,57.75,83.41666667,126.5833333,123.0833333,1.0,1.833333333,3.666666667,2.833333333,4.333333333,13.0,17.33333333,11.0,0.545233333,1.043516667,1.7075,1.468283333,39.2025,127.4358333,197.5374342,151.2935892,0.0,0.9275,2.181666667,1.259166667,0.0,2.0,9.916666667,4.416666667,0.0,0.0,0.0,0.0,0.0,-1.166666667,1.333333333,0.166666667,0.0,-0.04,0.426666667,0.12,0.0,-6.75,-4.7588875,-5.669629167
MOF333,1.714166667,20.856,20.44166667,40.579,3116.666667,2500.0,5276.666667,4960.0,1.0,5.333333333,7.333333333,11.33333333,34.0,86.66666667,162.6666667,160.6666667,2.453633333,6.405533333,10.31566667,13.8428,0.0,-11.58,-9.3,-21.69333333,0.0,282.0,370.0,608.6666667,0.0,0.0,0.0,0.0,0.0,20.66666667,23.33333333,47.33333333,0.0,4.793333333,5.82,10.08666667,121.7591,217.77,334.6684,379.0428,848.0,1212.0,1864.0,1900.0,15.0,30.0,44.0,50.0,74.0,174.0,220.0,208.0,8.0983,16.5858,23.6916,25.0502,11.0776,10.7355,23.63963333,31.98383333,59.625,58.5,128.3333333,155.3333333,1.0,1.291666667,2.583333333,3.458333333,1.875,5.625,9.833333333,8.791666667,0.541533333,0.735029167,1.449375,1.755029167,35.86875,91.20041667,159.8758333,159.8044415,0.0,0.91625,1.202083333,1.08,0.0,2.0,2.583333333,4.75,0.0,0.0,0.0,0.0,0.0,-2.0,-2.583333333,-0.666666667,0.0,-0.04,-0.051666667,0.196666667,0.0,-6.525,-8.8,-2.737480833,11.0636,8.4745,18.73493333,23.7256,157.75,70.5,150.3333333,159.8333333,1.0,1.0,2.0,2.833333333,1.0,3.0,4.833333333,6.25,0.719233333,0.645516667,1.274,1.587766667,105.2025,103.6775,188.805,250.134005,0.0,0.773333333,1.0275,2.060833333,0.0,5.75,10.33333333,24.25,0.0,0.0,0.0,0.0,0.0,-2.0,-2.833333333,-3.416666667,0.0,0.068333333,0.16,0.665,0.0,-2.125,-0.75,6.435741667
MOF334,2.7225,27.72,25.245,55.209,900.0,1170.0,1080.0,2100.0,1.0,5.0,6.0,12.0,25.0,55.0,90.0,140.0,1.7161,4.8077,6.0522,10.8468,0.0,-8.55,-5.4,-13.66,0.0,111.0,144.0,290.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,32.0,0.0,2.88,3.24,7.44,234.7658571,494.4741429,779.2803429,969.9925714,983.1428571,2129.142857,3082.285714,3274.285714,36.0,76.28571429,120.0,156.0,196.2857143,491.1428571,709.7142857,798.8571429,15.64062857,37.5738,55.86891429,65.15194286,10.9696,11.016,23.36373333,18.73866667,59.0,60.0,107.3333333,82.66666667,1.0,1.333333333,2.666666667,2.333333333,2.0,6.0,8.0,7.333333333,0.542766667,0.759733333,1.3,1.126966667,36.98,95.67333333,136.635076,129.9617427,0.0,0.92,1.48,1.91,0.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.333333333,-2.333333333,0.0,-0.04,0.213333333,0.193333333,0.0,-6.6,-4.671406667,-7.371406667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF336,1.7161,22.532,9.5499,19.0343,144.0,480.0,324.0,408.0,1.0,5.0,3.0,5.0,25.0,50.0,50.0,70.0,1.9321,5.0735,3.614,5.2403,0.0,-10.65,-3.36,-7.98,0.0,20.0,9.0,26.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,11.0,0.0,3.3,1.57,3.18,291.3579,595.1236,1038.877,1270.3302,1386.0,3052.0,4240.0,4482.0,43.0,90.0,154.0,196.0,244.0,616.0,878.0,1002.0,18.279,44.607,68.5734,80.4384,11.8336,8.27664,25.33904,25.112,64.0,76.8,137.6,104.0,1.0,1.0,2.4,3.0,1.0,3.4,5.4,7.8,0.5329,0.64678,1.30816,1.3943,28.09,88.934,99.216,143.667683,0.0,1.034,0.89,3.02,0.0,-1.6,2.0,11.0,0.0,0.0,0.0,0.0,0.0,-2.4,-3.0,-4.8,0.0,-0.156,-0.04,0.28,0.0,-11.48,-6.0,-11.20711,9.426225,21.021725,37.47345,40.021925,100.5,200.0,196.5,185.0,1.0,2.75,4.75,5.75,8.25,21.5,31.5,33.5,0.687975,1.75955,2.421125,2.60795,183.985,301.7569208,396.7190235,467.5524678,0.0,0.4075,2.135,3.4475,0.0,9.25,20.75,33.5,0.0,0.0,0.0,0.0,0.0,0.75,2.25,5.25,0.0,0.2925,0.805,1.5425,0.0,7.5482225,9.564335,19.4018925
MOF338,3.61,24.624,29.07,58.862,841.0,870.0,1044.0,1624.0,1.0,4.0,6.0,12.0,16.0,40.0,72.0,96.0,1.9044,4.0848,6.3756,10.4328,0.0,-5.36,-3.9,-8.18,0.0,86.0,138.0,292.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,24.0,0.0,2.56,3.66,9.0,156.0011333,317.985,490.4864667,563.8506667,683.3333333,1416.0,2008.666667,2010.666667,22.66666667,47.33333333,72.0,86.66666667,119.3333333,290.0,396.6666667,406.6666667,10.17826667,23.6698,33.9376,36.71373333,10.5376,12.138,24.7428,19.336,56.5,66.0,105.0,76.0,1.0,1.5,3.0,2.5,2.5,7.5,10.0,8.0,0.5477,0.85855,1.4025,1.12835,41.425,113.565,160.962614,135.052614,0.0,0.935,1.775,1.975,0.0,2.0,8.0,8.5,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,-1.5,0.0,-0.04,0.34,0.33,0.0,-6.9,-4.00711,-5.05711,10.5376,12.138,26.46648,25.2868,56.5,66.0,133.35,127.975,1.0,1.5,3.0,3.175,2.5,7.5,11.35,14.75,0.5477,0.85855,1.594875,1.7206625,41.425,113.565,175.4125996,225.4265996,0.0,0.935,1.208,2.0695,0.0,2.0,3.95,5.8,0.0,0.0,0.0,0.0,0.0,-2.0,-1.675,-3.525,0.0,-0.04,0.0835,0.0465,0.0,-6.9,-5.95981075,-12.27481075
MOF340,2.7225,21.384,27.225,68.706,900.0,900.0,2340.0,2655.0,1.0,4.0,7.0,14.5,16.0,44.0,90.0,140.0,1.7161,3.8776,8.122,13.27685,0.0,-6.36,-4.95,-17.715,0.0,90.0,132.0,346.5,0.0,0.0,0.0,0.0,0.0,5.0,5.5,23.0,0.0,2.28,2.97,8.86,145.48584,298.9018,461.32056,523.08904,632.4,1316.8,1898.4,1866.4,21.2,44.4,68.0,80.8,112.4,274.8,384.0,396.0,9.44628,22.1118,32.07368,34.4092,11.1856,10.455,23.5919,19.3045,60.25,57.0,120.3125,101.3125,1.0,1.25,2.5,2.25,1.75,5.25,7.25,8.0,0.5403,0.710325,1.3171875,1.2340875,34.7575,86.7275,124.4119035,137.2478268,0.0,0.9125,1.030625,1.593125,0.0,2.0,3.3125,4.0625,0.0,0.0,0.0,0.0,0.0,-2.0,-1.625,-3.25,0.0,-0.04,0.05875,-0.01875,0.0,-6.45,-4.9955275,-9.85713875,11.1856,11.861,19.7026,19.3444,60.25,50.0,106.75,105.25,1.0,1.5,2.0,2.25,3.0,6.0,6.75,10.5,0.5403,0.7047,1.10625,1.272525,34.7575,82.498807,100.58,145.335,0.0,1.21,0.79,1.58,0.0,4.75,1.75,3.5,0.0,0.0,0.0,0.0,0.0,-0.5,-1.25,-2.75,0.0,0.155,-0.035,-0.07,0.0,-4.028555,-5.475,-10.95
MOF341,2.7225,25.08,42.8835,66.5115,900.0,1050.0,1830.0,1950.0,1.0,5.0,10.0,16.0,25.0,75.0,145.0,170.0,1.7161,4.9125,10.0608,12.3664,0.0,-6.95,-9.49,-13.91,0.0,115.0,239.0,415.0,0.0,0.0,0.0,0.0,0.0,10.0,21.0,46.0,0.0,2.8,5.42,11.52,136.5096,292.8632,421.9244,361.4614,588.0,1298.0,1628.0,1120.0,20.0,42.0,60.0,54.0,102.0,236.0,300.0,226.0,8.9396,20.837,27.634,21.7654,9.2416,15.80192,29.15968,18.43456,49.0,85.4,116.2,70.0,1.0,2.0,3.8,2.4,4.0,11.6,15.6,9.2,0.5625,1.152,1.7625,1.077,54.76,161.468,224.2936596,133.104614,0.0,0.882,1.96,1.232,0.0,1.8,10.0,6.8,0.0,0.0,0.0,0.0,0.0,-1.8,-0.2,0.2,0.0,-0.036,0.5,0.364,0.0,-7.02,-2.189954,-0.22711,9.2416,16.9936,22.192,31.4336,49.0,91.0,91.0,140.0,1.0,2.0,3.0,4.0,4.0,10.0,14.0,18.0,0.5625,1.14,1.4325,1.995,54.76,138.38,200.592614,255.352614,0.0,0.49,1.82,1.82,0.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,-0.02,0.34,0.34,0.0,-3.9,-4.90711,-4.90711
MOF342,1.44,24.288,21.0,27.3,3969.0,2961.0,2331.0,3717.0,1.0,6.0,7.0,8.0,36.0,84.0,120.0,114.0,2.8224,7.392,8.3832,9.8952,0.0,-13.04,-9.1,-13.15,0.0,331.0,404.0,445.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,29.0,0.0,5.68,6.77,7.55,133.1945333,241.1546667,385.2568,430.9194,788.0,1306.666667,2016.0,2018.666667,16.66666667,33.33333333,52.0,59.33333333,85.33333333,205.3333333,269.3333333,251.3333333,8.319733333,17.834,26.3856,27.44486667,11.5744,9.4452,22.32376,23.51872,62.5,51.6,125.3,131.0,1.0,1.1,2.3,2.6,1.3,4.1,6.4,6.4,0.53586,0.62139,1.263,1.37096,30.757,70.625,121.9592614,135.2560594,0.0,0.899,1.078,1.656,0.0,2.0,1.8,3.4,0.0,0.0,0.0,0.0,0.0,-2.1,-2.3,-2.6,0.0,-0.04,-0.031,0.042,0.0,-6.18,-7.480711,-9.282844,9.245,12.22633333,26.4794,25.03603333,160.0,121.3333333,224.0,233.3333333,1.0,1.666666667,3.5,3.166666667,3.0,9.333333333,13.83333333,10.16666667,0.78665,1.111466667,2.0928,1.933116667,202.225,253.1462805,422.427934,320.0202475,0.0,0.681666667,0.625,0.441666667,0.0,12.16666667,30.5,23.66666667,0.0,0.0,0.0,0.0,0.0,-2.166666667,-1.333333333,-0.666666667,0.0,0.29,1.015,0.76,0.0,5.232148333,25.99289,19.72859333
MOF343,1.44,24.288,21.0,27.3,4096.0,3008.0,2368.0,3776.0,1.0,6.0,7.0,8.0,36.0,84.0,120.0,108.0,2.8561,7.436,8.4331,9.9541,0.0,-13.04,-9.1,-13.15,0.0,337.0,411.0,453.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,30.0,0.0,5.74,6.84,7.63,129.9678667,233.6746667,363.8434667,394.0474,787.3333333,1298.666667,1998.666667,1977.333333,16.0,32.0,48.0,52.66666667,80.0,189.3333333,246.6666667,234.0,8.228466667,17.45413333,25.44333333,25.82673333,11.5744,9.4452,22.32376,22.84992,62.5,51.6,125.3,130.3,1.0,1.1,2.3,2.5,1.3,4.1,6.2,6.0,0.53586,0.62139,1.263,1.34321,30.757,70.625,121.9592614,131.920798,0.0,0.899,1.078,1.572,0.0,2.0,1.8,2.8,0.0,0.0,0.0,0.0,0.0,-2.1,-2.2,-2.5,0.0,-0.04,-0.031,0.004,0.0,-6.18,-7.480711,-9.572133,9.245,12.22633333,26.4794,22.19803333,160.0,121.3333333,224.0,225.3333333,1.0,1.666666667,3.5,2.666666667,3.0,9.333333333,12.83333333,9.166666667,0.78665,1.111466667,2.0928,1.744416667,202.225,253.1462805,422.427934,276.3012805,0.0,0.681666667,0.625,0.251666667,0.0,12.16666667,30.5,16.16666667,0.0,0.0,0.0,0.0,0.0,-2.166666667,-0.833333333,-1.166666667,0.0,0.29,1.015,0.435,0.0,5.232148333,25.99289,12.28214833
MOF344,1.7689,33.55146667,16.1196,88.34746667,1600.0,2346.666667,7040.0,6186.666667,1.0,7.333333333,6.666666667,20.0,54.0,132.6666667,274.6666667,322.6666667,2.3716,8.244133333,12.64853333,22.64826667,0.0,-15.47333333,-3.253333333,-39.82666667,0.0,234.6666667,90.66666667,645.3333333,0.0,0.0,0.0,0.0,0.0,36.0,12.0,102.6666667,0.0,5.94,2.053333333,16.09333333,315.7538,634.542,937.2908,1021.989,1736.0,3504.0,5168.0,5640.0,42.0,92.0,132.0,146.0,224.0,532.0,708.0,752.0,24.4218,54.054,77.29,85.5778,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,4.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0.0,0.89,0.89,1.78,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,0.0,-0.04,-0.04,-0.08,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
